229	5065	6853
230	5036	6884
231	5005	6912
232	4976	6942
233	4945	6971
234	4914	6999
235	4884	7029
236	4854	7058
237	4823	7087
238	4793	7115
239	4762	7143
240	4729	7168
241	4698	7196
242	4667	7224
243	4637	7252
244	4607	7282
245	4577	7311
246	4545	7337
247	4514	7365
248	4484	7394
249	4454	7424
250	4424	7453
251	4394	7482
252	4364	7511
253	4334	7541
254	4304	7569
255	4274	7598
256	4245	7629
257	4215	7658
258	4185	7687
259	4155	7717
260	4125	7746
261	4096	7776
262	4065	7803
263	4035	7833
264	4004	7861
265	3974	7890
266	3944	7918
267	3915	7948
268	3884	7977
269	3854	8005
270	3824	8034
271	3793	8061
272	3763	8090
273	3733	8118
274	3703	8146
275	3673	8176
276	3643	8204
277	3612	8231
278	3582	8259
279	3552	8288
280	3521	8315
281	3490	8342
282	3460	8369
283	3430	8398
284	3400	8427
285	3369	8453
286	3340	8483
287	3310	8513
288	3281	8543
289	3251	8572
290	3221	8600
291	3191	8629
292	3161	8658
293	3132	8687
294	3102	8715
295	3072	8744
296	3043	8775
297	3012	8802
298	2983	8831
299	2953	8859
300	2923	8887
301	2893	8917
302	2863	8944
303	2833	8973
304	2804	9002
305	2774	9033
306	2745	9061
307	2715	9090
308	2685	9119
309	2655	9146
310	2624	9171
311	2595	9201
312	2565	9228
313	2535	9256
314	2505	9284
315	2475	9312
316	2445	9340
317	2415	9367
318	2385	9394
319	2355	9422
320	2325	9448
321	2295	9476
322	2266	9505
323	2236	9532
324	2205	9559
325	2176	9587
326	2146	9613
327	2116	9643
328	2087	9673
329	2057	9701
330	2028	9729
331	1998	9759
332	1969	9786
333	1939	9816
334	1910	9844
335	1880	9871
336	1850	9898
337	1820	9925
338	1790	9953
339	1761	9980
340	1731	10007
341	1701	10034
342	1672	10063
343	1643	10093
344	1613	10123
345	1584	10150
346	1554	10176
347	1524	10203
348	1495	10232
349	1466	10262
350	1436	10289
351	1406	10317
352	1377	10345
353	1347	10372
354	1318	10400
355	1289	10429
356	1259	10458
357	1230	10487
358	1201	10518
359	1171	10547
360	1142	10574
361	1113	10603
362	1083	10629
363	1053	10648
364	1023	10676
365	994	10704
366	965	10732
367	935	10762
368	906	10790
369	877	10818
370	847	10846
371	818	10873
372	789	10901
373	759	10929
374	730	10957
375	701	10987
376	672	11017
377	642	11045
378	613	11075
379	584	11103
380	555	11133
381	526	11163
382	496	11192
383	467	11222
384	438	11250
385	409	11279
386	379	11309
387	350	11338
388	321	11369
389	292	11398
390	263	11428
391	233	11456
392	204	11486
393	175	11516
394	146	11544
395	116	11574
396	87	11604
397	58	11634
398	29	11664
399	0	11693
